fold,seed,s0_subset_sha256,s1_subset_sha256,subset_pairing_pass,train_rows_sha256,validation_rows_sha256,test_rows_sha256,head_init_seed,head_init_state_sha256,s0_batch_stream_sha256,s1_batch_stream_sha256,batch_stream_pairing_pass,steps_per_epoch,epochs
1,42,f54fd009b330d82d43337dd9abea24c6dfdc34160dd7363209c130b9cc38b1f6,f54fd009b330d82d43337dd9abea24c6dfdc34160dd7363209c130b9cc38b1f6,True,5b51888fdf555cf0ab6b73983cf9d69a8b34e8b0a82f1062482abfff6a8ea274,e41740cee613f477203e4c5a5f162428f3196dd4103be98e1969ee36fa0e8940,492ead8022cd19ace81ef3e46563558258d022880f24342472a57228ae64f70a,2679286798,3c50c66f6b8412e9b3ce97da3fa65785414169124842701dbffe546085b6bdbd,2a8be354de0126fc7743ccaec7385db7f6029a980206b22b1935b29a8413d90d,2a8be354de0126fc7743ccaec7385db7f6029a980206b22b1935b29a8413d90d,True,202,50
1,1337,3cab697a193e575368b475c631fe436520b41795362b8b06e2d3a869c8ce475e,3cab697a193e575368b475c631fe436520b41795362b8b06e2d3a869c8ce475e,True,5b51888fdf555cf0ab6b73983cf9d69a8b34e8b0a82f1062482abfff6a8ea274,e41740cee613f477203e4c5a5f162428f3196dd4103be98e1969ee36fa0e8940,492ead8022cd19ace81ef3e46563558258d022880f24342472a57228ae64f70a,3867094343,6ca334d209454b22d8d1de008675b8d22e9c6ff3879bc2472cb317391f0c0f4f,0b9041d7cbfb653e36a29181d2759994f75ee5d8ae1c06fc8dfa8090a70848fd,0b9041d7cbfb653e36a29181d2759994f75ee5d8ae1c06fc8dfa8090a70848fd,True,202,50
1,2026,304d423c065914cd65e633203c45a7c5b390ac17f61c67845008fc5746977d07,304d423c065914cd65e633203c45a7c5b390ac17f61c67845008fc5746977d07,True,5b51888fdf555cf0ab6b73983cf9d69a8b34e8b0a82f1062482abfff6a8ea274,e41740cee613f477203e4c5a5f162428f3196dd4103be98e1969ee36fa0e8940,492ead8022cd19ace81ef3e46563558258d022880f24342472a57228ae64f70a,1248498167,0053d914d3428d73370e5453b5edadea646190246d5025e7faa497d4c62b583d,afd5119489d16b86ccaa071a43322b1e1c97e6917999a132052b23780e37212b,afd5119489d16b86ccaa071a43322b1e1c97e6917999a132052b23780e37212b,True,202,50
2,42,f4ee327a5305c53d469ff24b64326b340947616b01de04e4849998932670569e,f4ee327a5305c53d469ff24b64326b340947616b01de04e4849998932670569e,True,c3208c043a646085e4dfb9fddb05b4b0aa879d1470e67ff48daf19a5239cd423,afd1679843679f506c0433a0ff82883eec827d0175bf964f1b0c6493a4ff6f52,e0c8710a68bfedadc1c63f93eac75e782bf908fbf9ec3c65b648669badd2272b,4076130478,d895e98705696124d978fbbae69c1f9f143805f884c637ea8bcfb060a68e4d78,8e9272a9512042d8e4bf1815de9a5ec788bb7f8ec599f57681991201078ebc69,8e9272a9512042d8e4bf1815de9a5ec788bb7f8ec599f57681991201078ebc69,True,205,50
2,1337,1bdbe25e05ada536309f610ff84b20f431ab109658a1f024f4b161fafc7d79c9,1bdbe25e05ada536309f610ff84b20f431ab109658a1f024f4b161fafc7d79c9,True,c3208c043a646085e4dfb9fddb05b4b0aa879d1470e67ff48daf19a5239cd423,afd1679843679f506c0433a0ff82883eec827d0175bf964f1b0c6493a4ff6f52,e0c8710a68bfedadc1c63f93eac75e782bf908fbf9ec3c65b648669badd2272b,1014029204,2ce0b2a1a532b6ea47fb1d5cfbe0b70410b349aab6eefdb199c8dd530fb4ee16,e37869d4fc1fc7b345c28e262c9f600973685c462d12a4718c3fc4d54ea2f038,e37869d4fc1fc7b345c28e262c9f600973685c462d12a4718c3fc4d54ea2f038,True,205,50
2,2026,90c1949375c83fceb16e0c2a8927cb938249f41e6d9d5eb654c50234896db83b,90c1949375c83fceb16e0c2a8927cb938249f41e6d9d5eb654c50234896db83b,True,c3208c043a646085e4dfb9fddb05b4b0aa879d1470e67ff48daf19a5239cd423,afd1679843679f506c0433a0ff82883eec827d0175bf964f1b0c6493a4ff6f52,e0c8710a68bfedadc1c63f93eac75e782bf908fbf9ec3c65b648669badd2272b,3893540446,c8801343f9343abe4eaa0cbe1a3138177edbe70677f1f52d4fe47d5c397ec591,64a4fdb6b1b094e75fb4f84c20078c5ee5b3abf47410e995da24f8c1ddfa35b4,64a4fdb6b1b094e75fb4f84c20078c5ee5b3abf47410e995da24f8c1ddfa35b4,True,205,50
3,42,c5f51577a20d41e857414ae06df803e7bafa9b1870105b4c0b3bd5108e326b73,c5f51577a20d41e857414ae06df803e7bafa9b1870105b4c0b3bd5108e326b73,True,d3fbb4be82398431afc09c53e543bfbfa46338d4e17a4ab530c057442cfc07a6,73950a2c743335129bdd0ff790cda14aa8dbb9a07041eb7922e4face5e4783a0,d8a2d487dde1520aeedebf90a3515dfdf9537d02632553c03d799f14bf0a168c,457363979,b70a7b356d8122d90731ba2e747ffb71f7be3327119072a28e3f71491c6daa0f,e91514e7ff78ab5b979d6f1a275ba33abb1d07c46050f3bf6cb01b50a968470e,e91514e7ff78ab5b979d6f1a275ba33abb1d07c46050f3bf6cb01b50a968470e,True,201,50
3,1337,c3ddaac89ff9b648cfb3acc8359073399517a2a89d0270574e252ce74509187d,c3ddaac89ff9b648cfb3acc8359073399517a2a89d0270574e252ce74509187d,True,d3fbb4be82398431afc09c53e543bfbfa46338d4e17a4ab530c057442cfc07a6,73950a2c743335129bdd0ff790cda14aa8dbb9a07041eb7922e4face5e4783a0,d8a2d487dde1520aeedebf90a3515dfdf9537d02632553c03d799f14bf0a168c,1575989302,28a9983f57d394ef492d55dfbc5333e1e1abfec1516501ba20652e5020b1bc02,dc4ff5d80006522c0c30f8d0dc3af9d50e0af3c02782bd7d91bf8da11df8d21b,dc4ff5d80006522c0c30f8d0dc3af9d50e0af3c02782bd7d91bf8da11df8d21b,True,201,50
3,2026,c74d31feef2156508ec9f65e03f13bac4297fa45a6f807fbc1b1e245b6c177ea,c74d31feef2156508ec9f65e03f13bac4297fa45a6f807fbc1b1e245b6c177ea,True,d3fbb4be82398431afc09c53e543bfbfa46338d4e17a4ab530c057442cfc07a6,73950a2c743335129bdd0ff790cda14aa8dbb9a07041eb7922e4face5e4783a0,d8a2d487dde1520aeedebf90a3515dfdf9537d02632553c03d799f14bf0a168c,3952061223,9ba3721771a51f133c0862839db0d094808b5c9ca309a7e185ccd5f9f6060c0d,49a19b44dfa71589a05c3ecb2f0a1d0ac49d9eaf32d6803859427604d7b0c997,49a19b44dfa71589a05c3ecb2f0a1d0ac49d9eaf32d6803859427604d7b0c997,True,201,50
