arm,fold,seed,dataset,numeric_or_original_label,class,precision,recall,f1,support,roc_auc,positive_n,negative_n
S1,2,1337,MaFaulDa,underhang/cage_fault,underhang/cage fault,0.722007722007722,0.7791666666666667,0.749498997995992,240,0.9840636973180076,240,1740
S1,2,1337,MaFaulDa,underhang/outer_race,underhang/outer race,0.7115384615384616,0.6,0.6510263929618768,185,0.9668448392682376,185,1795
S1,2,1337,MaFaulDa,overhang/ball_fault,overhang/ball fault,1.0,1.0,1.0,100,1.0,100,1880
S1,2,1337,MaFaulDa,overhang/cage_fault,overhang/cage fault,1.0,0.6653061224489796,0.7990196078431372,245,0.9860259954125742,245,1735
S1,2,1337,MaFaulDa,overhang/outer_race,overhang/outer race,0.7492354740061162,1.0,0.8566433566433567,245,0.9992777745103805,245,1735
S1,2,2026,JNU,n,healthy,1.0,1.0,1.0,15,1.0,15,9
S1,2,2026,JNU,ib,inner race fault,1.0,1.0,1.0,3,1.0,3,21
S1,2,2026,JNU,ob,outer race fault,1.0,1.0,1.0,3,1.0,3,21
S1,2,2026,JNU,tb,rolling element fault,1.0,1.0,1.0,3,1.0,3,21
S1,2,2026,HIT,0,healthy,0.991150442477876,1.0,0.9955555555555556,112,1.0,112,168
S1,2,2026,HIT,1,inner race fault,1.0,0.9910714285714286,0.9955156950672646,112,1.0,112,168
S1,2,2026,HIT,2,outer race fault,1.0,1.0,1.0,56,1.0,56,224
S1,2,2026,MaFaulDa,normal,normal,0.4166666666666667,1.0,0.5882352941176471,35,0.9946088872567022,35,1945
S1,2,2026,MaFaulDa,imbalance,imbalance,0.7464285714285714,0.8530612244897959,0.7961904761904762,245,0.9816938187378697,245,1735
S1,2,2026,MaFaulDa,horizontal-misalignment,horizontal-misalignment,0.0,0.0,0.0,245,0.9822995941892606,245,1735
S1,2,2026,MaFaulDa,vertical-misalignment,vertical-misalignment,0.6443298969072165,1.0,0.7836990595611286,250,0.9991410404624277,250,1730
S1,2,2026,MaFaulDa,underhang/ball_fault,underhang/ball fault,0.9435483870967742,0.6157894736842106,0.7452229299363058,190,0.9873890032343429,190,1790
S1,2,2026,MaFaulDa,underhang/cage_fault,underhang/cage fault,0.6235294117647059,0.8833333333333333,0.7310344827586207,240,0.9809015804597702,240,1740
S1,2,2026,MaFaulDa,underhang/outer_race,underhang/outer race,1.0,0.7027027027027027,0.8253968253968255,185,0.9962297673718287,185,1795
S1,2,2026,MaFaulDa,overhang/ball_fault,overhang/ball fault,0.9803921568627452,1.0,0.99009900990099,100,1.0,100,1880
S1,2,2026,MaFaulDa,overhang/cage_fault,overhang/cage fault,0.8671586715867159,0.9591836734693876,0.9108527131782944,245,0.9978709639475386,245,1735
S1,2,2026,MaFaulDa,overhang/outer_race,overhang/outer race,0.9310344827586208,0.9918367346938776,0.9604743083003952,245,0.9998165029700641,245,1735
S1,3,42,JNU,n,healthy,1.0,1.0,1.0,15,1.0,15,9
S1,3,42,JNU,ib,inner race fault,1.0,1.0,1.0,3,1.0,3,21
S1,3,42,JNU,ob,outer race fault,1.0,1.0,1.0,3,1.0,3,21
S1,3,42,JNU,tb,rolling element fault,1.0,1.0,1.0,3,1.0,3,21
S1,3,42,HIT,0,healthy,0.8818897637795275,1.0,0.9372384937238494,112,1.0,112,168
S1,3,42,HIT,1,inner race fault,1.0,0.875,0.9333333333333332,112,1.0,112,168
S1,3,42,HIT,2,outer race fault,1.0,0.9821428571428572,0.9909909909909907,56,1.0,56,224
S1,3,42,MaFaulDa,normal,normal,0.3977272727272727,1.0,0.5691056910569106,35,0.9975653419262441,35,1995
S1,3,42,MaFaulDa,imbalance,imbalance,0.9787234042553192,0.7510204081632653,0.8498845265588915,245,0.9953009775338707,245,1785
S1,3,42,MaFaulDa,horizontal-misalignment,horizontal-misalignment,0.8247422680412371,0.979591836734694,0.8955223880597015,245,0.9964351454867661,245,1785
S1,3,42,MaFaulDa,vertical-misalignment,vertical-misalignment,1.0,0.844,0.9154013015184382,250,0.9924539325842696,250,1780
S1,3,42,MaFaulDa,underhang/ball_fault,underhang/ball fault,0.9107806691449816,1.0,0.9533073929961088,245,0.9999954267421254,245,1785
S1,3,42,MaFaulDa,underhang/cage_fault,underhang/cage fault,0.7727272727272727,0.1619047619047619,0.2677165354330709,210,0.8755285190999477,210,1820
S1,3,42,MaFaulDa,underhang/outer_race,underhang/outer race,0.5603715170278638,0.9783783783783784,0.7125984251968503,185,0.9724837032154106,185,1845
S1,3,42,MaFaulDa,overhang/ball_fault,overhang/ball fault,0.928,0.928,0.928,125,0.9994162729658793,125,1905
S1,3,42,MaFaulDa,overhang/cage_fault,overhang/cage fault,0.8586572438162544,0.9918367346938776,0.9204545454545454,245,0.999051048991025,245,1785
S1,3,42,MaFaulDa,overhang/outer_race,overhang/outer race,0.9903846153846154,0.8408163265306122,0.9094922737306844,245,0.9985228377065112,245,1785
S1,3,1337,JNU,n,healthy,1.0,1.0,1.0,15,1.0,15,9
S1,3,1337,JNU,ib,inner race fault,1.0,1.0,1.0,3,1.0,3,21
S1,3,1337,JNU,ob,outer race fault,1.0,1.0,1.0,3,1.0,3,21
S1,3,1337,JNU,tb,rolling element fault,1.0,1.0,1.0,3,1.0,3,21
S1,3,1337,HIT,0,healthy,1.0,0.875,0.9333333333333332,112,0.9912840136054422,112,168
S1,3,1337,HIT,1,inner race fault,1.0,1.0,1.0,112,1.0,112,168
S1,3,1337,HIT,2,outer race fault,0.8,1.0,0.888888888888889,56,1.0,56,224
S1,3,1337,MaFaulDa,normal,normal,0.9722222222222222,1.0,0.9859154929577464,35,1.0,35,1995
S1,3,1337,MaFaulDa,imbalance,imbalance,0.6447368421052632,1.0,0.7839999999999999,245,0.9984576687817985,245,1785
S1,3,1337,MaFaulDa,horizontal-misalignment,horizontal-misalignment,0.8795811518324608,0.6857142857142857,0.7706422018348623,245,0.98459726747842,245,1785
S1,3,1337,MaFaulDa,vertical-misalignment,vertical-misalignment,0.9294117647058824,0.948,0.9386138613861386,250,0.9976786516853933,250,1780
S1,3,1337,MaFaulDa,underhang/ball_fault,underhang/ball fault,0.9838056680161944,0.9918367346938776,0.9878048780487804,245,0.9999542674212543,245,1785
S1,3,1337,MaFaulDa,underhang/cage_fault,underhang/cage fault,1.0,0.2285714285714285,0.3720930232558139,210,0.939330193615908,210,1820
S1,3,1337,MaFaulDa,underhang/outer_race,underhang/outer race,0.6498194945848376,0.972972972972973,0.7792207792207791,185,0.9896638101516151,185,1845
S1,3,1337,MaFaulDa,overhang/ball_fault,overhang/ball fault,1.0,1.0,1.0,125,1.0,125,1905
S1,3,1337,MaFaulDa,overhang/cage_fault,overhang/cage fault,0.9176029962546816,1.0,0.95703125,245,0.9999679871948779,245,1785
S1,3,1337,MaFaulDa,overhang/outer_race,overhang/outer race,0.9803921568627452,0.8163265306122449,0.8908685968819599,245,0.993105813754073,245,1785
S1,3,2026,JNU,n,healthy,1.0,1.0,1.0,15,1.0,15,9
S1,3,2026,JNU,ib,inner race fault,0.75,1.0,0.8571428571428571,3,1.0,3,21
S1,3,2026,JNU,ob,outer race fault,1.0,1.0,1.0,3,1.0,3,21
S1,3,2026,JNU,tb,rolling element fault,1.0,0.6666666666666666,0.8,3,1.0,3,21
S1,3,2026,HIT,0,healthy,0.8888888888888888,1.0,0.9411764705882352,112,0.9507068452380952,112,168
S1,3,2026,HIT,1,inner race fault,1.0,0.875,0.9333333333333332,112,0.9426020408163266,112,168
S1,3,2026,HIT,2,outer race fault,1.0,1.0,1.0,56,1.0,56,224
S1,3,2026,MaFaulDa,normal,normal,1.0,1.0,1.0,35,1.0,35,1995
S1,3,2026,MaFaulDa,imbalance,imbalance,0.5586854460093896,0.9714285714285714,0.7093889716840536,245,0.9852523866689532,245,1785
S1,3,2026,MaFaulDa,horizontal-misalignment,horizontal-misalignment,1.0,1.0,1.0,245,1.0,245,1785
S1,3,2026,MaFaulDa,vertical-misalignment,vertical-misalignment,1.0,0.908,0.9517819706498952,250,0.998973033707865,250,1780
S1,3,2026,MaFaulDa,underhang/ball_fault,underhang/ball fault,0.9959183673469388,0.9959183673469388,0.9959183673469388,245,0.9999954267421254,245,1785
S1,3,2026,MaFaulDa,underhang/cage_fault,underhang/cage fault,0.6744186046511628,0.1380952380952381,0.2292490118577075,210,0.7575510204081634,210,1820
S1,3,2026,MaFaulDa,underhang/outer_race,underhang/outer race,0.9384615384615383,0.9891891891891892,0.9631578947368422,185,0.9997597597597598,185,1845
S1,3,2026,MaFaulDa,overhang/ball_fault,overhang/ball fault,1.0,0.992,0.9959839357429718,125,1.0,125,1905
S1,3,2026,MaFaulDa,overhang/cage_fault,overhang/cage fault,0.9839357429718876,1.0,0.9919028340080972,245,0.9999862802263763,245,1785
S1,3,2026,MaFaulDa,overhang/outer_race,overhang/outer race,1.0,0.9836734693877552,0.9917695473251028,245,0.9999954267421254,245,1785
