run_id,arm,fold,seed,tier,enabled,architecture,architecture_config,architecture_hash,encoder_params,surgery_mapping,init_source,init_checkpoint,init_checkpoint_sha256,teacher_set,teacher_checkpoints,teacher_sha256,loss,loss_config,loss_hash,head_init_seed,sampler,max_epochs,steps_per_epoch,effective_batch,micro_batching,optimizer,optimizer_hash,checkpoint_metric,primary_test_metric,part2_hash,part3b_hash,part4c_hash,part5b_architecture_hash,window_manifest_sha256,output_location,part6_version,status
c_small_f3_s1337,c_small,3,1337,core,True,half_4x1,"{""d_inner"": 384, ""d_model"": 192, ""d_state"": 16, ""directions"": 1, ""dt_rank"": 12, ""n_blocks"": 4, ""name"": ""half_4x1"", ""stem_rank"": null, ""uni_residual"": ""mean_of_remaining""}",745ff30dc98116f49e8827b7a81a309084c63ca9d49b4c66c04e93aea02cbcff,1375953,n/a,random,none,none,none,none,none,ce_hard,"{""alpha"": 0.5, ""ensemble_rule"": null, ""kind"": ""ce_hard"", ""kl_direction"": ""KL(teacher_T || student_T), sum over classes"", ""label_smoothing"": 0.0, ""reduction"": ""mean over datasets of per-dataset window means"", ""relational_weight"": null, ""temperature"": 4.0}",510828c11729aa40cae19794c08cbfdb5c3de64e099874612b25e55429aa6654,1575989302,sup_dataset_class_group_window_16x4 (frozen; same seed stream as the primary cell),50,201,64,dataset-bucketed 16x4 (exact mean of per-dataset means),"{""betas"": [0.9, 0.95], ""eps"": 1e-08, ""grad_clip_global_norm"": 1.0, ""lr"": 0.0003, ""min_lr"": 1e-06, ""optimizer"": ""AdamW"", ""warmup_epochs"": 5, ""weight_decay"": 0.05}",ffabe5367d57c68fbde9b6c33e3716d05267387af247ea7ac3d39cd72d957225,MacroDomainF1_val (maximize; exact tie -> earlier epoch),MacroDomainF1_test (Stage-5 sealed session only),527ccc1d449b223a37ecf109ed27be5279e17d85ba4e881abb9c68f4035e69c6,99ffde7e5c0e2cb9b05713801aedcb10b11ccc229d4c2d10a58a1506db10bb51,ee9414e8988c36b8a1ecad7d2622a54439a4bcc180a6a4e6a50b2f256160064f,962bb1de520a941a1c3a67c63c97d28983783327f7e263a73c9ec0bad0b6711f,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf,results/methodology_v2/part6_compression/runs/c_small_f3_s1337/,part6.v1,REGISTERED
c_small_f3_s2026,c_small,3,2026,core,True,half_4x1,"{""d_inner"": 384, ""d_model"": 192, ""d_state"": 16, ""directions"": 1, ""dt_rank"": 12, ""n_blocks"": 4, ""name"": ""half_4x1"", ""stem_rank"": null, ""uni_residual"": ""mean_of_remaining""}",745ff30dc98116f49e8827b7a81a309084c63ca9d49b4c66c04e93aea02cbcff,1375953,n/a,random,none,none,none,none,none,ce_hard,"{""alpha"": 0.5, ""ensemble_rule"": null, ""kind"": ""ce_hard"", ""kl_direction"": ""KL(teacher_T || student_T), sum over classes"", ""label_smoothing"": 0.0, ""reduction"": ""mean over datasets of per-dataset window means"", ""relational_weight"": null, ""temperature"": 4.0}",510828c11729aa40cae19794c08cbfdb5c3de64e099874612b25e55429aa6654,3952061223,sup_dataset_class_group_window_16x4 (frozen; same seed stream as the primary cell),50,201,64,dataset-bucketed 16x4 (exact mean of per-dataset means),"{""betas"": [0.9, 0.95], ""eps"": 1e-08, ""grad_clip_global_norm"": 1.0, ""lr"": 0.0003, ""min_lr"": 1e-06, ""optimizer"": ""AdamW"", ""warmup_epochs"": 5, ""weight_decay"": 0.05}",ffabe5367d57c68fbde9b6c33e3716d05267387af247ea7ac3d39cd72d957225,MacroDomainF1_val (maximize; exact tie -> earlier epoch),MacroDomainF1_test (Stage-5 sealed session only),527ccc1d449b223a37ecf109ed27be5279e17d85ba4e881abb9c68f4035e69c6,99ffde7e5c0e2cb9b05713801aedcb10b11ccc229d4c2d10a58a1506db10bb51,ee9414e8988c36b8a1ecad7d2622a54439a4bcc180a6a4e6a50b2f256160064f,962bb1de520a941a1c3a67c63c97d28983783327f7e263a73c9ec0bad0b6711f,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf,results/methodology_v2/part6_compression/runs/c_small_f3_s2026/,part6.v1,REGISTERED
k0_f1_s42,k0,1,42,core,True,half_4x1,"{""d_inner"": 384, ""d_model"": 192, ""d_state"": 16, ""directions"": 1, ""dt_rank"": 12, ""n_blocks"": 4, ""name"": ""half_4x1"", ""stem_rank"": null, ""uni_residual"": ""mean_of_remaining""}",745ff30dc98116f49e8827b7a81a309084c63ca9d49b4c66c04e93aea02cbcff,1375953,"{""kept_direction"": ""fwd""}",s0,results/methodology_v2/downstream/s0_f1_s42_l100/best.pt,38070ced5300a6ca92fb6b6ccabc7a0c84558265024371eca726c439010a38a5,s0,s0_f1_s42_l100;s0_f1_s1337_l100;s0_f1_s2026_l100,38070ced5300a6ca92fb6b6ccabc7a0c84558265024371eca726c439010a38a5;4d835b06a7643fb2811a8a0599bd0a173b52bf3ba7834e30bafe87d0c002b7ed;9558d79ae8ff4a2b33c911bceb023576618df3ff07c8e6f6871a1b2f712f5a7e,kd_ensemble+relational,"{""alpha"": 0.5, ""ensemble_rule"": ""mean_prob_at_T"", ""kind"": ""kd_ensemble+relational"", ""kl_direction"": ""KL(teacher_T || student_T), sum over classes"", ""label_smoothing"": 0.0, ""reduction"": ""mean over datasets of per-dataset window means"", ""relational_weight"": 1.0, ""temperature"": 4.0}",6cfdbb630e2ae7309215f250bd7d4d4d43932ef4e24533ce2ffd73f94afe7bdd,2679286798,sup_dataset_class_group_window_16x4 (frozen; same seed stream as the primary cell),50,202,64,dataset-bucketed 16x4 (exact mean of per-dataset means),"{""betas"": [0.9, 0.95], ""eps"": 1e-08, ""grad_clip_global_norm"": 1.0, ""lr"": 0.0003, ""min_lr"": 1e-06, ""optimizer"": ""AdamW"", ""warmup_epochs"": 5, ""weight_decay"": 0.05}",ffabe5367d57c68fbde9b6c33e3716d05267387af247ea7ac3d39cd72d957225,MacroDomainF1_val (maximize; exact tie -> earlier epoch),MacroDomainF1_test (Stage-5 sealed session only),527ccc1d449b223a37ecf109ed27be5279e17d85ba4e881abb9c68f4035e69c6,99ffde7e5c0e2cb9b05713801aedcb10b11ccc229d4c2d10a58a1506db10bb51,ee9414e8988c36b8a1ecad7d2622a54439a4bcc180a6a4e6a50b2f256160064f,962bb1de520a941a1c3a67c63c97d28983783327f7e263a73c9ec0bad0b6711f,ccd0b9a2f616c90b12d541a4ffbedd539fefc1bd7d6204062724c0166a5a63ab,results/methodology_v2/part6_compression/runs/k0_f1_s42/,part6.v1,REGISTERED
k0_f1_s1337,k0,1,1337,core,True,half_4x1,"{""d_inner"": 384, ""d_model"": 192, ""d_state"": 16, ""directions"": 1, ""dt_rank"": 12, ""n_blocks"": 4, ""name"": ""half_4x1"", ""stem_rank"": null, ""uni_residual"": ""mean_of_remaining""}",745ff30dc98116f49e8827b7a81a309084c63ca9d49b4c66c04e93aea02cbcff,1375953,"{""kept_direction"": ""fwd""}",s0,results/methodology_v2/downstream/s0_f1_s1337_l100/best.pt,4d835b06a7643fb2811a8a0599bd0a173b52bf3ba7834e30bafe87d0c002b7ed,s0,s0_f1_s42_l100;s0_f1_s1337_l100;s0_f1_s2026_l100,38070ced5300a6ca92fb6b6ccabc7a0c84558265024371eca726c439010a38a5;4d835b06a7643fb2811a8a0599bd0a173b52bf3ba7834e30bafe87d0c002b7ed;9558d79ae8ff4a2b33c911bceb023576618df3ff07c8e6f6871a1b2f712f5a7e,kd_ensemble+relational,"{""alpha"": 0.5, ""ensemble_rule"": ""mean_prob_at_T"", ""kind"": ""kd_ensemble+relational"", ""kl_direction"": ""KL(teacher_T || student_T), sum over classes"", ""label_smoothing"": 0.0, ""reduction"": ""mean over datasets of per-dataset window means"", ""relational_weight"": 1.0, ""temperature"": 4.0}",6cfdbb630e2ae7309215f250bd7d4d4d43932ef4e24533ce2ffd73f94afe7bdd,3867094343,sup_dataset_class_group_window_16x4 (frozen; same seed stream as the primary cell),50,202,64,dataset-bucketed 16x4 (exact mean of per-dataset means),"{""betas"": [0.9, 0.95], ""eps"": 1e-08, ""grad_clip_global_norm"": 1.0, ""lr"": 0.0003, ""min_lr"": 1e-06, ""optimizer"": ""AdamW"", ""warmup_epochs"": 5, ""weight_decay"": 0.05}",ffabe5367d57c68fbde9b6c33e3716d05267387af247ea7ac3d39cd72d957225,MacroDomainF1_val (maximize; exact tie -> earlier epoch),MacroDomainF1_test (Stage-5 sealed session only),527ccc1d449b223a37ecf109ed27be5279e17d85ba4e881abb9c68f4035e69c6,99ffde7e5c0e2cb9b05713801aedcb10b11ccc229d4c2d10a58a1506db10bb51,ee9414e8988c36b8a1ecad7d2622a54439a4bcc180a6a4e6a50b2f256160064f,962bb1de520a941a1c3a67c63c97d28983783327f7e263a73c9ec0bad0b6711f,ccd0b9a2f616c90b12d541a4ffbedd539fefc1bd7d6204062724c0166a5a63ab,results/methodology_v2/part6_compression/runs/k0_f1_s1337/,part6.v1,REGISTERED
k0_f1_s2026,k0,1,2026,core,True,half_4x1,"{""d_inner"": 384, ""d_model"": 192, ""d_state"": 16, ""directions"": 1, ""dt_rank"": 12, ""n_blocks"": 4, ""name"": ""half_4x1"", ""stem_rank"": null, ""uni_residual"": ""mean_of_remaining""}",745ff30dc98116f49e8827b7a81a309084c63ca9d49b4c66c04e93aea02cbcff,1375953,"{""kept_direction"": ""fwd""}",s0,results/methodology_v2/downstream/s0_f1_s2026_l100/best.pt,9558d79ae8ff4a2b33c911bceb023576618df3ff07c8e6f6871a1b2f712f5a7e,s0,s0_f1_s42_l100;s0_f1_s1337_l100;s0_f1_s2026_l100,38070ced5300a6ca92fb6b6ccabc7a0c84558265024371eca726c439010a38a5;4d835b06a7643fb2811a8a0599bd0a173b52bf3ba7834e30bafe87d0c002b7ed;9558d79ae8ff4a2b33c911bceb023576618df3ff07c8e6f6871a1b2f712f5a7e,kd_ensemble+relational,"{""alpha"": 0.5, ""ensemble_rule"": ""mean_prob_at_T"", ""kind"": ""kd_ensemble+relational"", ""kl_direction"": ""KL(teacher_T || student_T), sum over classes"", ""label_smoothing"": 0.0, ""reduction"": ""mean over datasets of per-dataset window means"", ""relational_weight"": 1.0, ""temperature"": 4.0}",6cfdbb630e2ae7309215f250bd7d4d4d43932ef4e24533ce2ffd73f94afe7bdd,1248498167,sup_dataset_class_group_window_16x4 (frozen; same seed stream as the primary cell),50,202,64,dataset-bucketed 16x4 (exact mean of per-dataset means),"{""betas"": [0.9, 0.95], ""eps"": 1e-08, ""grad_clip_global_norm"": 1.0, ""lr"": 0.0003, ""min_lr"": 1e-06, ""optimizer"": ""AdamW"", ""warmup_epochs"": 5, ""weight_decay"": 0.05}",ffabe5367d57c68fbde9b6c33e3716d05267387af247ea7ac3d39cd72d957225,MacroDomainF1_val (maximize; exact tie -> earlier epoch),MacroDomainF1_test (Stage-5 sealed session only),527ccc1d449b223a37ecf109ed27be5279e17d85ba4e881abb9c68f4035e69c6,99ffde7e5c0e2cb9b05713801aedcb10b11ccc229d4c2d10a58a1506db10bb51,ee9414e8988c36b8a1ecad7d2622a54439a4bcc180a6a4e6a50b2f256160064f,962bb1de520a941a1c3a67c63c97d28983783327f7e263a73c9ec0bad0b6711f,ccd0b9a2f616c90b12d541a4ffbedd539fefc1bd7d6204062724c0166a5a63ab,results/methodology_v2/part6_compression/runs/k0_f1_s2026/,part6.v1,REGISTERED
k0_f2_s42,k0,2,42,core,True,half_4x1,"{""d_inner"": 384, ""d_model"": 192, ""d_state"": 16, ""directions"": 1, ""dt_rank"": 12, ""n_blocks"": 4, ""name"": ""half_4x1"", ""stem_rank"": null, ""uni_residual"": ""mean_of_remaining""}",745ff30dc98116f49e8827b7a81a309084c63ca9d49b4c66c04e93aea02cbcff,1375953,"{""kept_direction"": ""fwd""}",s0,results/methodology_v2/downstream/s0_f2_s42_l100/best.pt,6f0cb1c671ff33f97b43e108001609a9b7e27a27bb66a538f69a884e68b34e5c,s0,s0_f2_s42_l100;s0_f2_s1337_l100;s0_f2_s2026_l100,6f0cb1c671ff33f97b43e108001609a9b7e27a27bb66a538f69a884e68b34e5c;56718802f3f316b4463ed9e964b93383c54f6beb2bbc746a2666fc9b1e8a7c93;dbbead20bbf608d6f58fc83f13b2d8d2824f185b0decb6e81eb0f2974852ded5,kd_ensemble+relational,"{""alpha"": 0.5, ""ensemble_rule"": ""mean_prob_at_T"", ""kind"": ""kd_ensemble+relational"", ""kl_direction"": ""KL(teacher_T || student_T), sum over classes"", ""label_smoothing"": 0.0, ""reduction"": ""mean over datasets of per-dataset window means"", ""relational_weight"": 1.0, ""temperature"": 4.0}",6cfdbb630e2ae7309215f250bd7d4d4d43932ef4e24533ce2ffd73f94afe7bdd,4076130478,sup_dataset_class_group_window_16x4 (frozen; same seed stream as the primary cell),50,205,64,dataset-bucketed 16x4 (exact mean of per-dataset means),"{""betas"": [0.9, 0.95], ""eps"": 1e-08, ""grad_clip_global_norm"": 1.0, ""lr"": 0.0003, ""min_lr"": 1e-06, ""optimizer"": ""AdamW"", ""warmup_epochs"": 5, ""weight_decay"": 0.05}",ffabe5367d57c68fbde9b6c33e3716d05267387af247ea7ac3d39cd72d957225,MacroDomainF1_val (maximize; exact tie -> earlier epoch),MacroDomainF1_test (Stage-5 sealed session only),527ccc1d449b223a37ecf109ed27be5279e17d85ba4e881abb9c68f4035e69c6,99ffde7e5c0e2cb9b05713801aedcb10b11ccc229d4c2d10a58a1506db10bb51,ee9414e8988c36b8a1ecad7d2622a54439a4bcc180a6a4e6a50b2f256160064f,962bb1de520a941a1c3a67c63c97d28983783327f7e263a73c9ec0bad0b6711f,2be033786cbe88fb88df72ed66148caa113fac2e3d3edf5297b0c7412b3ffeb8,results/methodology_v2/part6_compression/runs/k0_f2_s42/,part6.v1,REGISTERED
k0_f2_s1337,k0,2,1337,core,True,half_4x1,"{""d_inner"": 384, ""d_model"": 192, ""d_state"": 16, ""directions"": 1, ""dt_rank"": 12, ""n_blocks"": 4, ""name"": ""half_4x1"", ""stem_rank"": null, ""uni_residual"": ""mean_of_remaining""}",745ff30dc98116f49e8827b7a81a309084c63ca9d49b4c66c04e93aea02cbcff,1375953,"{""kept_direction"": ""fwd""}",s0,results/methodology_v2/downstream/s0_f2_s1337_l100/best.pt,56718802f3f316b4463ed9e964b93383c54f6beb2bbc746a2666fc9b1e8a7c93,s0,s0_f2_s42_l100;s0_f2_s1337_l100;s0_f2_s2026_l100,6f0cb1c671ff33f97b43e108001609a9b7e27a27bb66a538f69a884e68b34e5c;56718802f3f316b4463ed9e964b93383c54f6beb2bbc746a2666fc9b1e8a7c93;dbbead20bbf608d6f58fc83f13b2d8d2824f185b0decb6e81eb0f2974852ded5,kd_ensemble+relational,"{""alpha"": 0.5, ""ensemble_rule"": ""mean_prob_at_T"", ""kind"": ""kd_ensemble+relational"", ""kl_direction"": ""KL(teacher_T || student_T), sum over classes"", ""label_smoothing"": 0.0, ""reduction"": ""mean over datasets of per-dataset window means"", ""relational_weight"": 1.0, ""temperature"": 4.0}",6cfdbb630e2ae7309215f250bd7d4d4d43932ef4e24533ce2ffd73f94afe7bdd,1014029204,sup_dataset_class_group_window_16x4 (frozen; same seed stream as the primary cell),50,205,64,dataset-bucketed 16x4 (exact mean of per-dataset means),"{""betas"": [0.9, 0.95], ""eps"": 1e-08, ""grad_clip_global_norm"": 1.0, ""lr"": 0.0003, ""min_lr"": 1e-06, ""optimizer"": ""AdamW"", ""warmup_epochs"": 5, ""weight_decay"": 0.05}",ffabe5367d57c68fbde9b6c33e3716d05267387af247ea7ac3d39cd72d957225,MacroDomainF1_val (maximize; exact tie -> earlier epoch),MacroDomainF1_test (Stage-5 sealed session only),527ccc1d449b223a37ecf109ed27be5279e17d85ba4e881abb9c68f4035e69c6,99ffde7e5c0e2cb9b05713801aedcb10b11ccc229d4c2d10a58a1506db10bb51,ee9414e8988c36b8a1ecad7d2622a54439a4bcc180a6a4e6a50b2f256160064f,962bb1de520a941a1c3a67c63c97d28983783327f7e263a73c9ec0bad0b6711f,2be033786cbe88fb88df72ed66148caa113fac2e3d3edf5297b0c7412b3ffeb8,results/methodology_v2/part6_compression/runs/k0_f2_s1337/,part6.v1,REGISTERED
k0_f2_s2026,k0,2,2026,core,True,half_4x1,"{""d_inner"": 384, ""d_model"": 192, ""d_state"": 16, ""directions"": 1, ""dt_rank"": 12, ""n_blocks"": 4, ""name"": ""half_4x1"", ""stem_rank"": null, ""uni_residual"": ""mean_of_remaining""}",745ff30dc98116f49e8827b7a81a309084c63ca9d49b4c66c04e93aea02cbcff,1375953,"{""kept_direction"": ""fwd""}",s0,results/methodology_v2/downstream/s0_f2_s2026_l100/best.pt,dbbead20bbf608d6f58fc83f13b2d8d2824f185b0decb6e81eb0f2974852ded5,s0,s0_f2_s42_l100;s0_f2_s1337_l100;s0_f2_s2026_l100,6f0cb1c671ff33f97b43e108001609a9b7e27a27bb66a538f69a884e68b34e5c;56718802f3f316b4463ed9e964b93383c54f6beb2bbc746a2666fc9b1e8a7c93;dbbead20bbf608d6f58fc83f13b2d8d2824f185b0decb6e81eb0f2974852ded5,kd_ensemble+relational,"{""alpha"": 0.5, ""ensemble_rule"": ""mean_prob_at_T"", ""kind"": ""kd_ensemble+relational"", ""kl_direction"": ""KL(teacher_T || student_T), sum over classes"", ""label_smoothing"": 0.0, ""reduction"": ""mean over datasets of per-dataset window means"", ""relational_weight"": 1.0, ""temperature"": 4.0}",6cfdbb630e2ae7309215f250bd7d4d4d43932ef4e24533ce2ffd73f94afe7bdd,3893540446,sup_dataset_class_group_window_16x4 (frozen; same seed stream as the primary cell),50,205,64,dataset-bucketed 16x4 (exact mean of per-dataset means),"{""betas"": [0.9, 0.95], ""eps"": 1e-08, ""grad_clip_global_norm"": 1.0, ""lr"": 0.0003, ""min_lr"": 1e-06, ""optimizer"": ""AdamW"", ""warmup_epochs"": 5, ""weight_decay"": 0.05}",ffabe5367d57c68fbde9b6c33e3716d05267387af247ea7ac3d39cd72d957225,MacroDomainF1_val (maximize; exact tie -> earlier epoch),MacroDomainF1_test (Stage-5 sealed session only),527ccc1d449b223a37ecf109ed27be5279e17d85ba4e881abb9c68f4035e69c6,99ffde7e5c0e2cb9b05713801aedcb10b11ccc229d4c2d10a58a1506db10bb51,ee9414e8988c36b8a1ecad7d2622a54439a4bcc180a6a4e6a50b2f256160064f,962bb1de520a941a1c3a67c63c97d28983783327f7e263a73c9ec0bad0b6711f,2be033786cbe88fb88df72ed66148caa113fac2e3d3edf5297b0c7412b3ffeb8,results/methodology_v2/part6_compression/runs/k0_f2_s2026/,part6.v1,REGISTERED
k0_f3_s42,k0,3,42,core,True,half_4x1,"{""d_inner"": 384, ""d_model"": 192, ""d_state"": 16, ""directions"": 1, ""dt_rank"": 12, ""n_blocks"": 4, ""name"": ""half_4x1"", ""stem_rank"": null, ""uni_residual"": ""mean_of_remaining""}",745ff30dc98116f49e8827b7a81a309084c63ca9d49b4c66c04e93aea02cbcff,1375953,"{""kept_direction"": ""fwd""}",s0,results/methodology_v2/downstream/s0_f3_s42_l100/best.pt,15020b37b80ca8726d7864a7b3bf1b3e3da0ca4fa5285a9403f8fbe3b71f97be,s0,s0_f3_s42_l100;s0_f3_s1337_l100;s0_f3_s2026_l100,15020b37b80ca8726d7864a7b3bf1b3e3da0ca4fa5285a9403f8fbe3b71f97be;f8d56d118a2c4b4485f1b10cc8c57af099f0cf9def4ac7a3e4e3be8ff9833712;d7167160730404e212a09e1b3a02dfd77dff502f4fbe12a299674df93433e66f,kd_ensemble+relational,"{""alpha"": 0.5, ""ensemble_rule"": ""mean_prob_at_T"", ""kind"": ""kd_ensemble+relational"", ""kl_direction"": ""KL(teacher_T || student_T), sum over classes"", ""label_smoothing"": 0.0, ""reduction"": ""mean over datasets of per-dataset window means"", ""relational_weight"": 1.0, ""temperature"": 4.0}",6cfdbb630e2ae7309215f250bd7d4d4d43932ef4e24533ce2ffd73f94afe7bdd,457363979,sup_dataset_class_group_window_16x4 (frozen; same seed stream as the primary cell),50,201,64,dataset-bucketed 16x4 (exact mean of per-dataset means),"{""betas"": [0.9, 0.95], ""eps"": 1e-08, ""grad_clip_global_norm"": 1.0, ""lr"": 0.0003, ""min_lr"": 1e-06, ""optimizer"": ""AdamW"", ""warmup_epochs"": 5, ""weight_decay"": 0.05}",ffabe5367d57c68fbde9b6c33e3716d05267387af247ea7ac3d39cd72d957225,MacroDomainF1_val (maximize; exact tie -> earlier epoch),MacroDomainF1_test (Stage-5 sealed session only),527ccc1d449b223a37ecf109ed27be5279e17d85ba4e881abb9c68f4035e69c6,99ffde7e5c0e2cb9b05713801aedcb10b11ccc229d4c2d10a58a1506db10bb51,ee9414e8988c36b8a1ecad7d2622a54439a4bcc180a6a4e6a50b2f256160064f,962bb1de520a941a1c3a67c63c97d28983783327f7e263a73c9ec0bad0b6711f,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf,results/methodology_v2/part6_compression/runs/k0_f3_s42/,part6.v1,REGISTERED
k0_f3_s1337,k0,3,1337,core,True,half_4x1,"{""d_inner"": 384, ""d_model"": 192, ""d_state"": 16, ""directions"": 1, ""dt_rank"": 12, ""n_blocks"": 4, ""name"": ""half_4x1"", ""stem_rank"": null, ""uni_residual"": ""mean_of_remaining""}",745ff30dc98116f49e8827b7a81a309084c63ca9d49b4c66c04e93aea02cbcff,1375953,"{""kept_direction"": ""fwd""}",s0,results/methodology_v2/downstream/s0_f3_s1337_l100/best.pt,f8d56d118a2c4b4485f1b10cc8c57af099f0cf9def4ac7a3e4e3be8ff9833712,s0,s0_f3_s42_l100;s0_f3_s1337_l100;s0_f3_s2026_l100,15020b37b80ca8726d7864a7b3bf1b3e3da0ca4fa5285a9403f8fbe3b71f97be;f8d56d118a2c4b4485f1b10cc8c57af099f0cf9def4ac7a3e4e3be8ff9833712;d7167160730404e212a09e1b3a02dfd77dff502f4fbe12a299674df93433e66f,kd_ensemble+relational,"{""alpha"": 0.5, ""ensemble_rule"": ""mean_prob_at_T"", ""kind"": ""kd_ensemble+relational"", ""kl_direction"": ""KL(teacher_T || student_T), sum over classes"", ""label_smoothing"": 0.0, ""reduction"": ""mean over datasets of per-dataset window means"", ""relational_weight"": 1.0, ""temperature"": 4.0}",6cfdbb630e2ae7309215f250bd7d4d4d43932ef4e24533ce2ffd73f94afe7bdd,1575989302,sup_dataset_class_group_window_16x4 (frozen; same seed stream as the primary cell),50,201,64,dataset-bucketed 16x4 (exact mean of per-dataset means),"{""betas"": [0.9, 0.95], ""eps"": 1e-08, ""grad_clip_global_norm"": 1.0, ""lr"": 0.0003, ""min_lr"": 1e-06, ""optimizer"": ""AdamW"", ""warmup_epochs"": 5, ""weight_decay"": 0.05}",ffabe5367d57c68fbde9b6c33e3716d05267387af247ea7ac3d39cd72d957225,MacroDomainF1_val (maximize; exact tie -> earlier epoch),MacroDomainF1_test (Stage-5 sealed session only),527ccc1d449b223a37ecf109ed27be5279e17d85ba4e881abb9c68f4035e69c6,99ffde7e5c0e2cb9b05713801aedcb10b11ccc229d4c2d10a58a1506db10bb51,ee9414e8988c36b8a1ecad7d2622a54439a4bcc180a6a4e6a50b2f256160064f,962bb1de520a941a1c3a67c63c97d28983783327f7e263a73c9ec0bad0b6711f,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf,results/methodology_v2/part6_compression/runs/k0_f3_s1337/,part6.v1,REGISTERED
k0_f3_s2026,k0,3,2026,core,True,half_4x1,"{""d_inner"": 384, ""d_model"": 192, ""d_state"": 16, ""directions"": 1, ""dt_rank"": 12, ""n_blocks"": 4, ""name"": ""half_4x1"", ""stem_rank"": null, ""uni_residual"": ""mean_of_remaining""}",745ff30dc98116f49e8827b7a81a309084c63ca9d49b4c66c04e93aea02cbcff,1375953,"{""kept_direction"": ""fwd""}",s0,results/methodology_v2/downstream/s0_f3_s2026_l100/best.pt,d7167160730404e212a09e1b3a02dfd77dff502f4fbe12a299674df93433e66f,s0,s0_f3_s42_l100;s0_f3_s1337_l100;s0_f3_s2026_l100,15020b37b80ca8726d7864a7b3bf1b3e3da0ca4fa5285a9403f8fbe3b71f97be;f8d56d118a2c4b4485f1b10cc8c57af099f0cf9def4ac7a3e4e3be8ff9833712;d7167160730404e212a09e1b3a02dfd77dff502f4fbe12a299674df93433e66f,kd_ensemble+relational,"{""alpha"": 0.5, ""ensemble_rule"": ""mean_prob_at_T"", ""kind"": ""kd_ensemble+relational"", ""kl_direction"": ""KL(teacher_T || student_T), sum over classes"", ""label_smoothing"": 0.0, ""reduction"": ""mean over datasets of per-dataset window means"", ""relational_weight"": 1.0, ""temperature"": 4.0}",6cfdbb630e2ae7309215f250bd7d4d4d43932ef4e24533ce2ffd73f94afe7bdd,3952061223,sup_dataset_class_group_window_16x4 (frozen; same seed stream as the primary cell),50,201,64,dataset-bucketed 16x4 (exact mean of per-dataset means),"{""betas"": [0.9, 0.95], ""eps"": 1e-08, ""grad_clip_global_norm"": 1.0, ""lr"": 0.0003, ""min_lr"": 1e-06, ""optimizer"": ""AdamW"", ""warmup_epochs"": 5, ""weight_decay"": 0.05}",ffabe5367d57c68fbde9b6c33e3716d05267387af247ea7ac3d39cd72d957225,MacroDomainF1_val (maximize; exact tie -> earlier epoch),MacroDomainF1_test (Stage-5 sealed session only),527ccc1d449b223a37ecf109ed27be5279e17d85ba4e881abb9c68f4035e69c6,99ffde7e5c0e2cb9b05713801aedcb10b11ccc229d4c2d10a58a1506db10bb51,ee9414e8988c36b8a1ecad7d2622a54439a4bcc180a6a4e6a50b2f256160064f,962bb1de520a941a1c3a67c63c97d28983783327f7e263a73c9ec0bad0b6711f,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf,results/methodology_v2/part6_compression/runs/k0_f3_s2026/,part6.v1,REGISTERED
